Product_ID,Product_Name,Category,Price,Units_Sold,Revenue,Rating,Return_Rate,Seller_Name,High_Return_Flag,Predicted_Return_Probability
Product_49,Pro Product_49,Automotive,225.47,549,123783.03,3.54,0.14,Seller_A,0,0.3353389534332222
Product_50,Ultra Product_50,Toys,264.99,145,38423.55,2.55,0.14,Seller_E,0,0.37767694369802984
Product_51,Ultra Product_51,Books,287.53,432,124212.96,4.67,0.13,Seller_C,0,0.3734718175360933
Product_52,Super Product_52,Toys,412.09,521,214698.89,3.97,0.15,Seller_B,0,0.3174630156828291
Product_53,Max Product_53,Electronics,236.85,391,92608.35,3.93,0.24,Seller_C,1,0.4149052864742054
Product_54,Eco Product_54,Toys,364.57,804,293114.28,4.78,0.22,Seller_D,1,0.2893090790278024
Product_55,Pro Product_55,Home & Kitchen,390.42,151,58953.42,2.22,0.14,Seller_B,0,0.193791900920643
Product_56,Max Product_56,Sports,481.45,280,134806.0,4.67,0.1,Seller_B,0,0.48136722742593707
Product_57,Pro Product_57,Toys,171.7,540,92718.0,1.18,0.24,Seller_E,1,0.29690382237856927
Product_58,Eco Product_58,Sports,152.2,26,3957.2,4.53,0.2,Seller_D,0,0.39093322406551423
Product_59,Max Product_59,Toys,70.0,836,58520.0,2.89,0.05,Seller_E,0,0.2699622578963793
Product_60,Pro Product_60,Toys,386.87,694,268487.78,1.63,0.0,Seller_C,0,0.37972779529499906
Product_61,Pro Product_61,Electronics,477.79,292,139514.68,4.6,0.14,Seller_C,0,0.5143933577173974
Product_62,Super Product_62,Toys,475.26,618,293710.68,2.69,0.2,Seller_A,0,0.3667615296895544
Product_63,Ultra Product_63,Automotive,44.17,790,34894.3,2.28,0.08,Seller_B,0,0.2050202537180366
Product_64,Pro Product_64,Clothing,362.98,371,134665.58,3.8,0.05,Seller_B,0,0.3319343417445129
Product_65,Max Product_65,Automotive,491.53,364,178916.92,4.54,0.08,Seller_D,0,0.3846793412617448
Product_66,Pro Product_66,Toys,362.15,601,217652.15,1.03,0.01,Seller_A,0,0.3100597310736613
Product_67,Ultra Product_67,Automotive,369.69,695,256934.55,2.58,0.15,Seller_B,0,0.2957480227361116
Product_68,Max Product_68,Clothing,476.18,556,264756.08,3.84,0.21,Seller_D,1,0.34668360963983896
Product_69,Pro Product_69,Electronics,93.75,641,60093.75,2.88,0.29,Seller_B,1,0.22705555498482624
Product_70,Super Product_70,Home & Kitchen,239.73,777,186270.21,4.27,0.27,Seller_C,1,0.23210525319959838
Product_71,Super Product_71,Electronics,340.71,717,244289.07,4.2,0.24,Seller_B,1,0.3018981411499721
Product_72,Pro Product_72,Automotive,472.75,380,179645.0,3.18,0.14,Seller_A,0,0.421559314169652
Product_73,Max Product_73,Home & Kitchen,486.94,332,161664.08,4.82,0.18,Seller_B,0,0.23270321328400673
Product_74,Super Product_74,Books,133.74,540,72219.6,3.24,0.21,Seller_C,1,0.2980314829991845
Product_75,Max Product_75,Home & Kitchen,219.0,444,97236.0,3.7,0.01,Seller_C,0,0.24289490801489036
Product_76,Max Product_76,Toys,456.13,889,405499.57,2.59,0.25,Seller_C,1,0.39931895997390465
Product_77,Max Product_77,Books,155.6,383,59594.8,3.8,0.17,Seller_E,0,0.3003933928130946
Product_78,Max Product_78,Electronics,32.36,449,14529.64,4.08,0.13,Seller_B,0,0.23956983327126646
Product_79,Super Product_79,Automotive,102.64,715,73387.6,4.46,0.1,Seller_E,0,0.33386873866730593
Product_80,Eco Product_80,Sports,492.05,614,302118.7,4.09,0.27,Seller_B,1,0.4441990982063632
Product_81,Pro Product_81,Books,340.92,116,39546.72,4.87,0.25,Seller_E,1,0.3944939123061982
Product_82,Pro Product_82,Beauty,245.3,741,181767.3,2.21,0.06,Seller_E,0,0.4607055018413547
Product_83,Ultra Product_83,Home & Kitchen,199.43,301,60028.43,4.15,0.23,Seller_B,1,0.16693642135210843
Product_84,Ultra Product_84,Automotive,253.44,694,175887.36,1.02,0.07,Seller_B,0,0.2451076741793182
Product_85,Pro Product_85,Automotive,361.92,155,56097.6,3.09,0.2,Seller_B,0,0.3448626862561462
Product_86,Super Product_86,Automotive,396.09,57,22577.13,4.22,0.26,Seller_B,1,0.3811286728247554
Product_87,Super Product_87,Clothing,218.18,900,196362.0,4.17,0.01,Seller_D,0,0.252893409923595
Product_88,Pro Product_88,Toys,376.42,531,199879.02,2.69,0.3,Seller_C,1,0.40775388366223025
Product_89,Max Product_89,Electronics,363.49,907,329685.43,3.03,0.06,Seller_E,0,0.36762891775008694
Product_90,Eco Product_90,Clothing,444.13,177,78611.01,1.0,0.1,Seller_B,0,0.3308306750690858
Product_91,Super Product_91,Automotive,243.29,448,108993.92,3.2,0.09,Seller_C,0,0.4076536469762129
Product_92,Max Product_92,Electronics,179.15,416,74526.4,3.51,0.3,Seller_B,1,0.2717882716133291
Product_93,Max Product_93,Beauty,239.12,213,50932.56,4.07,0.1,Seller_E,0,0.5387833316243145
Product_94,Pro Product_94,Clothing,123.11,972,119662.92,5.0,0.19,Seller_B,0,0.237992702565457
Product_95,Eco Product_95,Clothing,173.09,655,113373.95,1.46,0.14,Seller_D,0,0.22605750075866443
Product_96,Eco Product_96,Books,477.31,838,399985.78,4.1,0.27,Seller_A,1,0.32588180753391155
Product_97,Max Product_97,Automotive,139.37,27,3762.99,2.36,0.05,Seller_D,0,0.2778386003397154
Product_98,Pro Product_98,Books,307.18,865,265710.7,3.21,0.2,Seller_C,0,0.320753909106566
Product_99,Eco Product_99,Sports,332.37,625,207731.25,3.91,0.04,Seller_D,0,0.38464333695685526
Product_100,Ultra Product_100,Toys,158.21,475,75149.75,4.93,0.11,Seller_A,0,0.3175578109835441
Product_101,Pro Product_101,Electronics,46.13,881,40640.53,2.69,0.15,Seller_D,0,0.19646491468522126
Product_102,Max Product_102,Home & Kitchen,296.03,32,9472.96,4.21,0.26,Seller_D,1,0.1990593308818904
Product_103,Ultra Product_103,Sports,154.77,619,95802.63,1.82,0.22,Seller_B,1,0.3049045185689091
Product_104,Max Product_104,Home & Kitchen,48.18,896,43169.28,1.6,0.1,Seller_E,0,0.1435792897036907
Product_105,Ultra Product_105,Sports,29.53,586,17304.58,1.41,0.26,Seller_B,1,0.26794515656217716
Product_106,Super Product_106,Sports,476.64,349,166347.36,1.51,0.13,Seller_E,0,0.5245451523039888
Product_107,Max Product_107,Toys,349.65,615,215034.75,1.85,0.19,Seller_C,0,0.3785002282649767
Product_108,Max Product_108,Sports,161.08,214,34471.12,4.94,0.11,Seller_D,0,0.38344783385066417
Product_109,Super Product_109,Toys,12.88,442,5692.96,3.73,0.2,Seller_B,0,0.2172717020866914
Product_110,Super Product_110,Books,489.73,575,281594.75,1.07,0.13,Seller_A,0,0.3073697620779351
Product_111,Eco Product_111,Automotive,479.37,796,381578.52,3.49,0.24,Seller_B,1,0.33189157285189225
Product_112,Max Product_112,Clothing,293.28,467,136961.76,1.87,0.15,Seller_A,0,0.33199575072901194
Product_113,Super Product_113,Beauty,221.73,721,159867.33,4.75,0.22,Seller_A,1,0.4573977859700963
Product_114,Max Product_114,Sports,187.1,103,19271.3,3.38,0.07,Seller_E,0,0.4825091388544118
Product_115,Pro Product_115,Home & Kitchen,222.36,13,2890.68,1.83,0.08,Seller_E,0,0.22999044228199336
Product_116,Pro Product_116,Clothing,71.54,48,3433.92,2.97,0.1,Seller_B,0,0.26499487664550475
Product_117,Max Product_117,Sports,52.95,338,17897.1,3.52,0.18,Seller_C,0,0.4469022697167678
Product_118,Pro Product_118,Sports,130.02,696,90493.92,4.12,0.3,Seller_E,1,0.4208974277803587
Product_119,Ultra Product_119,Electronics,120.59,828,99848.52,1.15,0.02,Seller_E,0,0.27693568994801043
Product_120,Eco Product_120,Sports,47.2,778,36721.6,3.93,0.18,Seller_B,0,0.29178858519611045
Product_121,Pro Product_121,Electronics,445.78,168,74891.04,3.75,0.19,Seller_C,0,0.501324678438247
Product_122,Eco Product_122,Toys,367.46,725,266408.5,1.25,0.05,Seller_C,0,0.3651088572811293
Product_123,Pro Product_123,Automotive,291.48,919,267870.12,3.74,0.23,Seller_D,1,0.26965936168539634
Product_124,Eco Product_124,Electronics,382.85,541,207121.85,4.58,0.14,Seller_B,0,0.33376991309958504
Product_125,Max Product_125,Beauty,114.63,719,82418.97,1.14,0.18,Seller_D,0,0.30456077728294495
Product_126,Super Product_126,Sports,371.88,268,99663.84,2.49,0.04,Seller_B,0,0.4109875160770663
Product_127,Max Product_127,Beauty,103.97,253,26304.41,3.22,0.27,Seller_A,1,0.43708703252150843
Product_128,Eco Product_128,Home & Kitchen,262.15,486,127404.9,2.7,0.03,Seller_A,0,0.1926274013726682
Product_129,Eco Product_129,Electronics,490.49,841,412502.09,2.74,0.05,Seller_B,0,0.3137503796877205
Product_130,Pro Product_130,Clothing,226.19,710,160594.9,4.54,0.28,Seller_B,1,0.27705458377191783
Product_131,Eco Product_131,Toys,276.17,705,194699.85,2.9,0.02,Seller_C,0,0.3640888054357906
Product_132,Ultra Product_132,Books,354.33,6,2125.98,1.12,0.12,Seller_C,0,0.3765858537261326
Product_133,Pro Product_133,Beauty,23.27,480,11169.6,2.58,0.17,Seller_D,0,0.3182198171549678
Product_134,Eco Product_134,Books,353.88,442,156414.96,1.02,0.27,Seller_A,1,0.2796466383675957
Product_135,Ultra Product_135,Sports,305.61,542,165640.62,2.57,0.3,Seller_C,1,0.4956949900261507
Product_136,Super Product_136,Beauty,208.25,437,91005.25,1.92,0.13,Seller_A,0,0.43299122603599527
Product_137,Eco Product_137,Clothing,335.08,777,260357.16,4.23,0.2,Seller_A,0,0.3535155171200206
Product_138,Ultra Product_138,Home & Kitchen,313.5,575,180262.5,1.81,0.07,Seller_B,0,0.15267308016003922
Product_139,Pro Product_139,Sports,281.52,714,201005.28,2.9,0.22,Seller_C,1,0.47705815231764453
Product_140,Super Product_140,Clothing,293.51,903,265039.53,2.78,0.21,Seller_E,1,0.34426990272333563
Product_141,Eco Product_141,Sports,313.67,503,157776.01,3.27,0.24,Seller_C,1,0.5136117006972364
Product_142,Eco Product_142,Clothing,48.37,128,6191.36,2.19,0.15,Seller_E,0,0.327786094775263
Product_143,Pro Product_143,Books,341.4,380,129732.0,1.42,0.26,Seller_E,1,0.31966906404029727
Product_144,Ultra Product_144,Clothing,12.0,303,3636.0,1.05,0.24,Seller_C,1,0.31133169378976133
Product_145,Max Product_145,Books,224.98,981,220705.38,2.77,0.11,Seller_E,0,0.260040221135638
Product_146,Pro Product_146,Electronics,12.39,19,235.41,2.76,0.09,Seller_D,0,0.24499457601340993
Product_147,Pro Product_147,Beauty,111.96,221,24743.16,4.88,0.27,Seller_C,1,0.537679708737777
Product_148,Max Product_148,Toys,54.86,292,16019.12,2.89,0.0,Seller_D,0,0.22390576104178114
Product_149,Eco Product_149,Home & Kitchen,63.7,643,40959.1,3.61,0.07,Seller_A,0,0.15511333004501188
Product_150,Eco Product_150,Beauty,322.47,964,310861.08,1.78,0.28,Seller_A,1,0.41948006707494107
Product_151,Super Product_151,Automotive,140.08,254,35580.32,2.01,0.0,Seller_A,0,0.31255485141860107
Product_152,Eco Product_152,Beauty,152.16,947,144095.52,4.0,0.14,Seller_C,0,0.4685115901020951
Product_153,Super Product_153,Home & Kitchen,101.96,420,42823.2,4.75,0.14,Seller_B,0,0.14908965566213658
Product_154,Pro Product_154,Toys,290.45,603,175141.35,1.17,0.22,Seller_A,1,0.2918343005819744
Product_155,Max Product_155,Beauty,480.52,74,35558.48,2.71,0.1,Seller_A,0,0.5695889058699082
Product_156,Max Product_156,Beauty,101.95,640,65248.0,2.13,0.17,Seller_D,0,0.32140582403189527
Product_157,Eco Product_157,Home & Kitchen,5.17,543,2807.31,4.01,0.22,Seller_E,1,0.174941443056768
Product_158,Eco Product_158,Home & Kitchen,406.55,956,388661.8,4.77,0.14,Seller_D,0,0.17438860827053682
Product_159,Super Product_159,Toys,47.11,534,25156.74,4.35,0.24,Seller_A,1,0.27427808868647796
Product_160,Eco Product_160,Sports,442.43,85,37606.55,3.61,0.15,Seller_C,0,0.5997965018149451
Product_161,Ultra Product_161,Toys,23.37,884,20659.08,2.92,0.17,Seller_C,0,0.2770754628834229
Product_162,Ultra Product_162,Books,256.59,694,178073.46,1.34,0.08,Seller_A,0,0.24073595669417325
Product_163,Pro Product_163,Electronics,151.73,494,74954.62,3.54,0.16,Seller_D,0,0.25597984798689183
Product_164,Max Product_164,Automotive,279.94,127,35552.38,3.31,0.2,Seller_B,0,0.3261940866655258
Product_165,Ultra Product_165,Beauty,41.34,326,13476.84,3.72,0.21,Seller_C,1,0.4852723048619281
Product_166,Ultra Product_166,Toys,391.88,425,166549.0,3.12,0.06,Seller_C,0,0.4293470726338248
Product_167,Max Product_167,Automotive,347.92,650,226148.0,3.94,0.05,Seller_A,0,0.3698234164155859
Product_168,Super Product_168,Clothing,416.49,867,361096.83,1.89,0.21,Seller_A,1,0.3353075795795548
Product_169,Super Product_169,Books,71.06,405,28779.3,2.49,0.28,Seller_A,1,0.22963026427152045
Product_170,Ultra Product_170,Toys,424.45,564,239389.8,3.69,0.22,Seller_B,1,0.3135197722402196
Product_171,Super Product_171,Electronics,374.01,80,29920.8,1.37,0.08,Seller_E,0,0.41865418607541555
Product_172,Eco Product_172,Automotive,311.52,399,124296.48,1.07,0.11,Seller_A,0,0.3368743219924129
Product_173,Eco Product_173,Automotive,219.35,899,197195.65,4.52,0.23,Seller_B,1,0.26596452194225406
Product_174,Eco Product_174,Home & Kitchen,240.77,842,202728.34,3.56,0.02,Seller_D,0,0.14036220587483994
Product_175,Super Product_175,Home & Kitchen,439.37,879,386206.23,2.61,0.0,Seller_A,0,0.20569068653922656
Product_176,Max Product_176,Automotive,295.29,738,217924.02,1.69,0.13,Seller_B,0,0.26087009005052636
Product_177,Eco Product_177,Electronics,393.24,780,306727.2,3.62,0.05,Seller_C,0,0.4249427316058483
Product_178,Pro Product_178,Automotive,143.22,446,63876.12,4.29,0.28,Seller_D,1,0.2730151201627818
Product_179,Ultra Product_179,Clothing,448.76,225,100971.0,3.84,0.18,Seller_B,0,0.37093787159903757
Product_180,Super Product_180,Beauty,389.57,589,229456.73,3.42,0.23,Seller_B,1,0.4394895426473365
Product_181,Eco Product_181,Automotive,186.23,516,96094.68,2.94,0.02,Seller_B,0,0.2649893964610062
Product_182,Ultra Product_182,Books,183.27,975,178688.25,3.89,0.16,Seller_E,0,0.26411282813837356
Product_183,Pro Product_183,Sports,46.17,869,40121.73,2.14,0.28,Seller_C,1,0.374565083464025
Product_184,Max Product_184,Toys,84.81,365,30955.65,3.59,0.11,Seller_B,0,0.2374774668613161
Product_185,Super Product_185,Clothing,266.41,720,191815.2,4.11,0.29,Seller_E,1,0.3720110822353075
Product_186,Super Product_186,Electronics,417.56,582,243019.92,1.29,0.1,Seller_A,0,0.3493809673569407
Product_187,Eco Product_187,Books,458.02,547,250536.94,1.44,0.09,Seller_D,0,0.2508867272378462
Product_188,Ultra Product_188,Automotive,40.19,940,37778.6,3.03,0.17,Seller_E,0,0.27834190332527436
Product_189,Super Product_189,Sports,378.93,316,119741.88,3.3,0.21,Seller_E,1,0.5248496906557201
Product_190,Pro Product_190,Books,195.18,484,94467.12,3.01,0.12,Seller_B,0,0.21459687391368112
Product_191,Eco Product_191,Home & Kitchen,189.22,404,76444.88,2.54,0.15,Seller_B,0,0.1460037118074405
Product_192,Ultra Product_192,Electronics,13.2,237,3128.4,1.02,0.22,Seller_D,1,0.2105876942753071
Product_193,Ultra Product_193,Electronics,5.24,640,3353.6,1.12,0.07,Seller_C,0,0.28279899767317984
Product_194,Eco Product_194,Clothing,93.3,344,32095.2,4.95,0.04,Seller_D,0,0.27113335143196354
Product_195,Eco Product_195,Home & Kitchen,396.91,613,243305.83,1.57,0.01,Seller_A,0,0.201555123699165
Product_196,Ultra Product_196,Beauty,404.66,31,12544.46,2.43,0.28,Seller_B,1,0.4801223776727374
Product_197,Max Product_197,Sports,80.51,245,19724.95,3.71,0.08,Seller_C,0,0.4677549999559622
Product_198,Max Product_198,Beauty,189.53,817,154846.01,4.51,0.18,Seller_B,0,0.3723698953880463
Product_199,Ultra Product_199,Beauty,485.2,883,428431.6,2.88,0.21,Seller_E,1,0.5379441535819504
Product_200,Pro Product_200,Clothing,235.69,356,83905.64,4.67,0.17,Seller_E,0,0.40352216443733546
Product_201,Super Product_201,Clothing,149.0,757,112793.0,1.44,0.12,Seller_A,0,0.2634917032977021
Product_202,Eco Product_202,Electronics,436.1,175,76317.5,1.42,0.25,Seller_E,1,0.4308973721430317
Product_203,Eco Product_203,Automotive,420.54,54,22709.16,4.4,0.28,Seller_A,1,0.45446391432105554
Product_204,Max Product_204,Automotive,67.63,510,34491.3,4.82,0.04,Seller_A,0,0.31125542290202934
Product_205,Ultra Product_205,Sports,480.17,279,133967.43,4.54,0.23,Seller_A,1,0.5429216285103641
Product_206,Ultra Product_206,Sports,303.97,515,156544.55,3.45,0.25,Seller_D,1,0.3782918746164949
Product_207,Max Product_207,Beauty,368.65,946,348742.9,1.68,0.24,Seller_E,1,0.47359144989834334
Product_208,Pro Product_208,Home & Kitchen,225.13,199,44800.87,4.92,0.22,Seller_B,1,0.18480232301273317
Product_209,Eco Product_209,Electronics,34.11,876,29880.36,1.62,0.11,Seller_B,0,0.1860723915230277
Product_210,Super Product_210,Sports,347.03,62,21515.86,1.54,0.28,Seller_D,1,0.4022030462856764
Product_211,Super Product_211,Electronics,327.28,531,173785.68,3.97,0.13,Seller_A,0,0.367028419150007
Product_212,Max Product_212,Books,84.32,208,17538.56,1.21,0.04,Seller_B,0,0.18841892824584697
Product_213,Super Product_213,Clothing,256.16,225,57636.0,2.82,0.17,Seller_D,0,0.29543157426312305
Product_214,Super Product_214,Sports,359.3,339,121802.7,2.09,0.27,Seller_D,1,0.3899695395159297
Product_215,Max Product_215,Clothing,483.64,888,429472.32,3.6,0.1,Seller_D,0,0.3177521480903179
Product_216,Super Product_216,Electronics,226.53,839,190058.67,3.31,0.06,Seller_D,0,0.24744843393005136
Product_217,Ultra Product_217,Electronics,181.52,76,13795.52,3.38,0.28,Seller_C,1,0.41690615581833446
Product_218,Max Product_218,Electronics,401.44,172,69047.68,4.39,0.12,Seller_B,0,0.3680160606934388
Product_219,Max Product_219,Sports,162.83,737,120005.71,2.97,0.26,Seller_D,1,0.3102012977314318
Product_220,Max Product_220,Toys,19.42,214,4155.88,2.41,0.24,Seller_A,1,0.265362476726463
Product_221,Ultra Product_221,Sports,273.57,14,3829.98,2.58,0.0,Seller_D,0,0.3996483935941361
Product_222,Ultra Product_222,Automotive,333.35,372,124006.2,3.1,0.23,Seller_C,1,0.4421955596805416
Product_223,Super Product_223,Home & Kitchen,285.21,110,31373.1,2.18,0.05,Seller_C,0,0.26416681504066514
Product_224,Ultra Product_224,Books,185.14,437,80906.18,2.49,0.13,Seller_A,0,0.2552187419162124
Product_225,Max Product_225,Automotive,186.18,285,53061.3,1.74,0.29,Seller_C,1,0.3810584973622157
Product_226,Max Product_226,Beauty,162.44,677,109971.88,3.36,0.22,Seller_C,1,0.4865965071962771
Product_227,Eco Product_227,Sports,296.86,93,27607.98,3.19,0.02,Seller_A,0,0.4772951085143317
Product_228,Eco Product_228,Sports,110.92,670,74316.4,4.87,0.2,Seller_E,0,0.42922239252345196
Product_229,Ultra Product_229,Books,341.19,780,266128.2,1.03,0.08,Seller_D,0,0.20367498072930648
Product_230,Super Product_230,Books,348.58,407,141872.06,2.34,0.11,Seller_D,0,0.2447037508348638
Product_231,Pro Product_231,Beauty,356.26,691,246175.66,4.89,0.19,Seller_C,0,0.574375748406382
Product_232,Eco Product_232,Toys,320.63,594,190454.22,1.13,0.25,Seller_C,1,0.3602567784696299
Product_233,Eco Product_233,Beauty,459.89,774,355954.86,4.31,0.27,Seller_E,1,0.5631722676640752
Product_234,Max Product_234,Clothing,349.85,985,344602.25,1.86,0.14,Seller_A,0,0.3059837984450816
Product_235,Ultra Product_235,Sports,13.57,235,3188.95,1.85,0.09,Seller_C,0,0.4164293734443308
Product_236,Super Product_236,Books,327.12,276,90285.12,4.19,0.29,Seller_D,1,0.27211676611539914
Product_237,Ultra Product_237,Beauty,55.34,939,51964.26,4.25,0.04,Seller_E,0,0.41367645339089504
Product_238,Super Product_238,Electronics,197.83,433,85660.39,4.08,0.19,Seller_D,0,0.27945985117025146
Product_239,Ultra Product_239,Toys,24.61,535,13166.35,2.05,0.2,Seller_D,0,0.1931074358318051
Product_240,Pro Product_240,Electronics,176.09,902,158833.18,4.82,0.23,Seller_C,1,0.3642355197382825
Product_241,Max Product_241,Toys,166.57,563,93778.91,4.76,0.23,Seller_E,1,0.3451507334119199
Product_242,Max Product_242,Beauty,291.31,93,27091.83,4.5,0.1,Seller_C,0,0.6015429711039098
Product_243,Super Product_243,Automotive,328.19,593,194616.67,3.4,0.21,Seller_D,1,0.2998714752442988
Product_244,Max Product_244,Clothing,197.1,430,84753.0,2.58,0.26,Seller_C,1,0.37883635731722165
Product_245,Max Product_245,Automotive,78.14,563,43992.82,4.12,0.24,Seller_A,1,0.3001598312286158
Product_246,Pro Product_246,Electronics,15.5,580,8990.0,1.09,0.02,Seller_E,0,0.2669413465121835
Product_247,Max Product_247,Automotive,398.43,98,39046.14,4.74,0.12,Seller_A,0,0.44868654296750304
Product_248,Eco Product_248,Electronics,133.02,234,31126.68,1.05,0.18,Seller_D,0,0.2388077524223381
Product_249,Eco Product_249,Toys,387.07,767,296882.69,1.01,0.05,Seller_D,0,0.24886385596447172
Product_250,Max Product_250,Automotive,91.64,661,60574.04,3.31,0.02,Seller_B,0,0.2358415450763376
Product_251,Super Product_251,Sports,320.91,622,199606.02,3.93,0.21,Seller_C,1,0.5157854756816291
Product_252,Super Product_252,Electronics,381.95,681,260107.95,3.7,0.03,Seller_B,0,0.3093521631116578
Product_253,Pro Product_253,Sports,105.46,407,42922.22,2.23,0.07,Seller_E,0,0.4089026580561652
Product_254,Pro Product_254,Electronics,308.16,396,122031.36,2.18,0.22,Seller_E,1,0.382123234703879
Product_255,Max Product_255,Clothing,271.34,679,184239.86,1.53,0.16,Seller_D,0,0.24886874529733813
Product_256,Ultra Product_256,Automotive,373.23,188,70167.24,2.69,0.09,Seller_E,0,0.43753065880118186
Product_257,Ultra Product_257,Sports,160.8,135,21708.0,1.04,0.16,Seller_D,0,0.33093077961206363
Product_258,Max Product_258,Beauty,463.48,859,398129.32,2.18,0.13,Seller_B,0,0.4186098733606817
